observed_at_hkt,temperature_c,rh_pct,source
2026-09-10T00:00:00+08:00,28.2,72.0,hkoc.csv
2026-09-10T00:01:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T00:02:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T00:03:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T00:04:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T00:05:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T00:06:00+08:00,28.3,72.0,hkoc.csv
2026-09-10T00:07:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T00:08:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T00:09:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T00:10:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T00:11:00+08:00,28.3,70.0,hkoc.csv
2026-09-10T00:12:00+08:00,28.3,69.0,hkoc.csv
2026-09-10T00:13:00+08:00,28.3,69.0,hkoc.csv
2026-09-10T00:14:00+08:00,28.4,69.0,hkoc.csv
2026-09-10T00:15:00+08:00,28.3,69.0,hkoc.csv
2026-09-10T00:16:00+08:00,28.3,69.0,hkoc.csv
2026-09-10T00:17:00+08:00,28.3,69.0,hkoc.csv
2026-09-10T00:18:00+08:00,28.3,69.0,hkoc.csv
2026-09-10T00:19:00+08:00,28.4,69.0,hkoc.csv
2026-09-10T00:20:00+08:00,28.4,69.0,hkoc.csv
2026-09-10T00:21:00+08:00,28.4,69.0,hkoc.csv
2026-09-10T00:22:00+08:00,28.4,69.0,hkoc.csv
2026-09-10T00:23:00+08:00,28.3,70.0,hkoc.csv
2026-09-10T00:24:00+08:00,28.3,70.0,hkoc.csv
2026-09-10T00:25:00+08:00,28.3,69.0,hkoc.csv
2026-09-10T00:26:00+08:00,28.3,69.0,hkoc.csv
2026-09-10T00:27:00+08:00,28.3,69.0,hkoc.csv
2026-09-10T00:28:00+08:00,28.3,69.0,hkoc.csv
2026-09-10T00:29:00+08:00,28.3,69.0,hkoc.csv
2026-09-10T00:30:00+08:00,28.3,70.0,hkoc.csv
2026-09-10T00:31:00+08:00,28.3,70.0,hkoc.csv
2026-09-10T00:32:00+08:00,28.3,70.0,hkoc.csv
2026-09-10T00:33:00+08:00,28.3,70.0,hkoc.csv
2026-09-10T00:34:00+08:00,28.3,70.0,hkoc.csv
2026-09-10T00:35:00+08:00,28.3,70.0,hkoc.csv
2026-09-10T00:36:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T00:37:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T00:38:00+08:00,28.3,70.0,hkoc.csv
2026-09-10T00:39:00+08:00,28.3,70.0,hkoc.csv
2026-09-10T00:40:00+08:00,28.3,70.0,hkoc.csv
2026-09-10T00:41:00+08:00,28.3,70.0,hkoc.csv
2026-09-10T00:42:00+08:00,28.2,71.0,hkoc.csv
2026-09-10T00:43:00+08:00,28.2,71.0,hkoc.csv
2026-09-10T00:44:00+08:00,28.2,71.0,hkoc.csv
2026-09-10T00:45:00+08:00,28.2,71.0,hkoc.csv
2026-09-10T00:46:00+08:00,28.2,71.0,hkoc.csv
2026-09-10T00:47:00+08:00,28.2,71.0,hkoc.csv
2026-09-10T00:48:00+08:00,28.2,71.0,hkoc.csv
2026-09-10T00:49:00+08:00,28.2,71.0,hkoc.csv
2026-09-10T00:50:00+08:00,28.2,71.0,hkoc.csv
2026-09-10T00:51:00+08:00,28.2,71.0,hkoc.csv
2026-09-10T00:52:00+08:00,28.2,72.0,hkoc.csv
2026-09-10T00:53:00+08:00,28.2,72.0,hkoc.csv
2026-09-10T00:54:00+08:00,28.2,72.0,hkoc.csv
2026-09-10T00:55:00+08:00,28.2,72.0,hkoc.csv
2026-09-10T00:56:00+08:00,28.2,73.0,hkoc.csv
2026-09-10T00:57:00+08:00,28.2,72.0,hkoc.csv
2026-09-10T00:58:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T00:59:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T01:00:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T01:01:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T01:02:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T01:03:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T01:04:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T01:05:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T01:06:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T01:07:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T01:08:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T01:09:00+08:00,28.3,71.0,hkoc.csv
2026-09-10T01:10:00+08:00,28.3,71.0,hkoc.csv
